0.0 0.0
0.205479 139.467584
0.410959 154.067644
0.616438 159.598707
0.821918 163.520784
1.027397 167.307460
1.232877 171.240531
1.438356 175.308866
1.643836 179.436746
1.849315 183.547338
2.054795 187.578673
2.260274 191.485299
2.465753 195.235963
2.671233 198.810365
2.876712 202.196696
3.082192 205.389189
3.287671 208.386502
3.493151 211.190440
3.698630 213.805047
3.904110 216.235778
4.109589 218.489230
4.315068 220.572571
4.520548 222.493339
4.726027 224.259257
4.931507 225.878010
5.136986 227.357284
5.342466 228.704595
5.547945 229.927184
5.753425 231.032170
5.958904 232.026307
6.164384 232.916116
6.369863 233.707880
6.575342 234.407543
6.780822 235.020788
6.986301 235.553026
7.191781 236.009398
7.397260 236.394783
7.602740 236.713813
7.808219 236.970873
8.013699 237.170119
8.219178 237.315482
8.424658 237.410680
8.630137 237.459229
8.835616 237.464448
9.041096 237.429472
9.246575 237.357261
9.452055 237.250605
9.657534 237.112134
9.863014 236.944330
10.068493 236.749526
10.273973 236.529922
10.479452 236.287587
10.684932 236.024465
10.890411 235.742385
11.095890 235.443065
11.301370 235.128117
11.506849 234.799054
11.712329 234.457294
11.917808 234.104165
12.123288 233.740912
12.328767 233.368699
12.534247 232.988606
12.739726 232.601668
12.945205 232.208822
13.150685 231.810954
13.356164 231.408887
13.561644 231.003388
13.767123 230.595149
13.972603 230.184857
14.178082 229.773126
14.383562 229.360523
14.589041 228.947572
14.794521 228.534755
15.000000 228.122518
15.205479 227.711271
15.410959 227.301391
15.616438 226.893222
15.821918 226.487079
16.027397 226.083251
16.232877 225.681997
16.438356 225.283555
16.643836 224.888138
16.849315 224.495938
17.054795 224.107126
17.260274 223.721856
17.465753 223.340263
17.671233 222.962465
17.876712 222.588566
18.082192 222.218654
18.287671 221.852806
18.493151 221.491084
18.698630 221.133540
18.904110 220.780215
19.109589 220.431141
19.315068 220.086339
19.520548 219.745823
19.726027 219.409598
19.931507 219.077664
20.136986 218.750012
20.342466 218.426627
20.547945 218.107491
20.753425 217.792579
20.958904 217.481862
21.164384 217.175305
21.369863 216.872872
21.575342 216.574523
21.780822 216.280214
21.986301 215.989898
22.191781 215.703526
22.397260 215.421049
22.602740 215.142412
22.808219 214.867562
23.013699 214.596442
23.219178 214.328996
23.424658 214.065166
23.630137 213.804893
23.835616 213.548117
24.041096 213.294778
24.246575 213.044816
24.452055 212.798171
24.657534 212.554782
24.863014 212.314587
25.068493 212.077527
25.273973 211.843540
25.479452 211.612568
25.684932 211.384549
25.890411 211.159433
26.095890 210.937145
26.301370 210.717643
26.506849 210.500868
26.712329 210.286761
26.917808 210.075266
27.123288 209.866326
27.328767 209.659888
27.534247 209.455896
27.739726 209.254298
27.945205 209.055043
28.150685 208.858079
28.356164 208.663356
28.561644 208.470825
28.767123 208.280438
28.972603 208.092148
29.178082 207.905908
29.383562 207.721673
29.589041 207.539399
29.794521 207.359042
30.000000 207.180560
30.205479 207.003910
30.410959 206.829052
30.616438 206.655946
30.821918 206.484552
31.027397 206.314833
31.232877 206.146751
31.438356 205.980270
31.643836 205.815353
31.849315 205.651966
32.054795 205.490075
32.260274 205.329647
32.465753 205.170648
32.671233 205.013048
32.876712 204.856816
33.082192 204.701921
33.287671 204.548334
33.493151 204.396025
33.698630 204.244969
33.904110 204.095136
34.109589 203.946500
34.315068 203.799035
34.520548 203.652717
34.726027 203.507520
34.931507 203.363420
35.136986 203.220395
35.342466 203.078420
35.547945 202.937474
35.753425 202.797536
35.958904 202.658583
36.164384 202.520597
36.369863 202.383556
36.575342 202.247441
36.780822 202.112233
36.986301 201.977914
37.191781 201.844465
